start_ip,end_ip,port,action,is_redundant
26685,26686,53,DENY,0
12376,12999,3306,ALLOW,0
10108,10335,8888,DENY,1
35210,35314,8888,ALLOW,0
49035,49135,53,ALLOW,1
59240,59331,6443,ALLOW,0
9310,9349,10250,ALLOW,0
41322,41413,2379,DENY,0
46654,46744,4443,ALLOW,1
52060,52123,9000,ALLOW,1
55776,55818,443,ALLOW,1
9546,9604,8000,ALLOW,0
54325,54345,6443,DENY,0
45480,45624,110,ALLOW,0
36955,37140,8000,DENY,1
33421,33516,80,ALLOW,1
51475,51525,80,DENY,1
6770,7187,3389,DENY,1
17640,18325,3389,ALLOW,0
12651,12983,4443,DENY,1
17387,17479,3306,ALLOW,1
23537,23587,8000,ALLOW,0
7402,7567,3389,ALLOW,0
59756,59787,110,DENY,1
25203,25409,21,DENY,1
35407,35671,80,ALLOW,0
26464,26507,4443,DENY,1
43115,43763,9200,ALLOW,1
40330,40609,22,DENY,0
50088,50144,53,DENY,0
15922,15965,80,DENY,0
21966,22022,9000,DENY,0
54600,54924,8443,ALLOW,0
32865,32967,2222,DENY,1
35296,35886,3389,DENY,1
54360,54548,25,DENY,1
7926,8014,8080,ALLOW,1
2010,2060,8080,DENY,0
29793,30217,6443,DENY,0
6117,6556,5000,DENY,0
17331,17361,8080,DENY,1
9856,10369,6443,ALLOW,0
11603,11720,8000,ALLOW,0
36811,37177,10250,ALLOW,0
14052,14277,22,DENY,1
37649,37731,2379,DENY,0
27846,28125,25,ALLOW,0
51460,51467,25,ALLOW,0
49945,50050,25,DENY,1
4661,5408,9000,ALLOW,0
5363,5628,110,DENY,1
26357,26633,8080,ALLOW,1
30519,30880,6379,DENY,1
18249,18287,22,DENY,1
6543,6592,1433,DENY,0
26575,26634,443,DENY,0
1579,1614,4443,DENY,0
18271,18385,27017,DENY,0
46666,46897,25,ALLOW,0
34733,34862,3306,DENY,0
37901,37980,5432,ALLOW,0
48931,49021,27017,DENY,1
42419,42425,110,DENY,1
3780,4071,3389,ALLOW,0
7645,7762,8080,DENY,1
26098,26188,22,ALLOW,0
31096,31265,21,DENY,0
56643,56742,110,DENY,1
13992,14016,10250,DENY,0
6268,6307,53,ALLOW,0
25876,25885,8080,ALLOW,0
47408,47491,53,ALLOW,1
55974,56321,27017,ALLOW,0
16354,16461,9000,ALLOW,0
25991,26138,3389,DENY,1
11385,12044,5432,DENY,1
33081,33239,6443,DENY,1
18815,18825,8080,ALLOW,0
20069,20168,1433,ALLOW,1
57007,57084,8443,DENY,1
27763,27894,2222,ALLOW,0
7659,7840,22,ALLOW,1
6375,6531,8888,ALLOW,0
50096,50641,8443,ALLOW,1
8560,8593,3389,DENY,1
53552,53649,8443,ALLOW,0
250,387,4443,ALLOW,0
20395,20511,53,DENY,1
43381,43611,8443,DENY,1
27252,27628,443,DENY,0
36720,37048,8000,ALLOW,0
56187,56283,3306,ALLOW,0
57449,57548,8443,DENY,1
5686,5732,443,DENY,0
50174,50299,8888,ALLOW,1
16160,16470,2222,ALLOW,1
26866,27316,4443,ALLOW,0
34408,34467,25,DENY,1
33146,33412,3306,ALLOW,0
59723,59865,8888,ALLOW,0
28283,28410,80,ALLOW,0
746,765,25,DENY,0
53524,53629,443,DENY,1
30943,31116,8000,DENY,1
26436,26492,4443,DENY,1
50468,50605,8000,ALLOW,1
30020,30168,2222,ALLOW,0
12057,12416,4443,ALLOW,0
12968,13420,10250,ALLOW,0
13772,14014,9200,DENY,1
41623,41906,25,DENY,1
20929,21058,2379,ALLOW,0
54573,54961,53,DENY,0
58216,58350,2222,ALLOW,0
29458,29459,22,DENY,0
60279,60307,21,DENY,0
43233,43267,9000,DENY,1
41781,41922,53,DENY,1
15536,15560,2222,DENY,0
17070,17171,3306,DENY,1
13126,13141,10250,ALLOW,1
43324,43355,27017,DENY,1
39772,39844,21,DENY,0
6805,6949,8000,DENY,0
24651,24936,6379,ALLOW,1
25950,26023,53,ALLOW,0
54788,54929,8888,ALLOW,1
51506,51907,3389,DENY,0
28861,28884,80,DENY,1
59261,59321,8888,ALLOW,0
36310,36425,21,DENY,1
29087,29479,2222,DENY,0
51248,51339,6379,DENY,1
53991,54117,5000,ALLOW,1
32807,32879,8888,ALLOW,1
19793,19915,6379,DENY,1
19710,20073,1433,ALLOW,0
24683,24802,21,ALLOW,0
1608,1668,5432,ALLOW,0
42100,42140,5000,DENY,0
23024,23114,9000,DENY,0
38180,38306,2379,DENY,0
24986,25079,8080,ALLOW,1
11937,11981,22,DENY,1
30552,30653,6443,ALLOW,1
4193,4243,3389,DENY,0
151,524,6443,DENY,1
24884,24943,80,ALLOW,0
27280,27374,3389,DENY,1
50602,50708,9000,DENY,1
39828,40286,6379,DENY,0
21681,21768,22,DENY,0
59064,59083,10250,DENY,0
33442,33476,2379,ALLOW,0
46504,46678,8080,ALLOW,0
34088,34159,2379,ALLOW,0
59359,59374,27017,ALLOW,1
8688,9129,8000,ALLOW,0
16278,16464,5000,ALLOW,1
34124,34478,53,ALLOW,1
32541,32610,6379,ALLOW,1
11506,11576,5432,ALLOW,0
41284,41325,3389,DENY,1
49544,49754,6443,DENY,1
36874,36916,6379,DENY,1
9903,9987,8443,ALLOW,1
35978,36028,53,ALLOW,1
59254,59623,53,ALLOW,0
14674,14972,53,DENY,1
37234,37291,8443,DENY,0
20079,20180,1433,ALLOW,1
64862,64863,2222,ALLOW,0
4713,4794,6443,DENY,0
7456,7506,5000,DENY,0
41790,42078,110,DENY,1
50472,50599,8000,ALLOW,1
46093,46499,25,DENY,1
21259,21416,8888,DENY,1
44613,44777,6379,DENY,1
37521,37617,8888,ALLOW,0
56532,56542,8888,DENY,1
9573,9617,443,DENY,0
57027,57061,8443,DENY,1
7714,8065,443,ALLOW,1
41728,41800,3306,DENY,0
16261,16407,3306,ALLOW,0
37277,37377,80,DENY,1
1583,1637,22,ALLOW,0
49526,49693,8443,DENY,0
18892,19000,6443,ALLOW,1
29150,29435,2222,ALLOW,1
7464,7664,6379,DENY,1
11767,11870,5000,ALLOW,0
9639,9677,9000,ALLOW,0
52057,52122,9000,ALLOW,1
22128,22159,6443,ALLOW,0
18730,18777,25,DENY,1
20185,20318,9200,DENY,1
20422,20749,6443,ALLOW,0
10749,10789,4443,DENY,0
35501,35558,9000,DENY,1
43727,43736,80,ALLOW,0
24575,24690,8080,DENY,1
17430,17548,6379,DENY,1
2431,2516,443,DENY,1
5725,5872,8443,ALLOW,1
48632,49114,8443,ALLOW,0
27871,28010,1433,ALLOW,0
31198,31372,4443,ALLOW,1
7641,7728,3389,DENY,0
53772,53842,22,ALLOW,0
58908,59048,2379,ALLOW,1
24350,24426,10250,ALLOW,0
17069,17199,9200,ALLOW,1
34182,34805,27017,DENY,1
23934,24462,8000,ALLOW,0
45384,45444,27017,DENY,0
32417,32464,80,ALLOW,0
12064,12246,9000,DENY,0
587,995,8443,ALLOW,1
37636,37719,2379,ALLOW,0
3491,3577,5000,ALLOW,1
44802,45088,22,ALLOW,1
49017,49075,2379,ALLOW,0
5817,6058,110,DENY,1
1941,2241,22,DENY,0
12929,13074,110,DENY,1
31550,31633,110,ALLOW,0
28075,28122,80,DENY,0
51157,51173,2222,ALLOW,0
38384,38466,110,ALLOW,0
19449,19808,8080,ALLOW,1
1985,2391,10250,DENY,0
54469,54589,4443,ALLOW,0
30383,30425,5000,DENY,1
18187,18368,2379,DENY,1
43139,43152,8000,DENY,1
740,1083,8443,ALLOW,1
5550,5609,27017,DENY,0
2739,2816,27017,DENY,1
21694,22139,25,ALLOW,0
13429,13516,6379,DENY,1
44188,44189,6443,ALLOW,0
6863,6936,8443,DENY,1
16207,16706,10250,DENY,1
28906,29031,10250,DENY,1
4121,4196,443,ALLOW,0
50039,50230,9000,DENY,1
17988,18362,25,ALLOW,0
20307,20618,5000,ALLOW,0
21281,21519,2222,DENY,1
51265,51529,8080,ALLOW,0
46392,46475,9200,DENY,1
59225,59405,8888,ALLOW,1
11007,11054,9000,DENY,0
54685,54792,25,ALLOW,0
732,823,443,ALLOW,1
16316,16686,3306,DENY,0
32000,32180,8443,DENY,1
37308,37571,80,DENY,0
24720,24989,8000,ALLOW,0
48763,48892,5000,ALLOW,1
49910,50137,110,ALLOW,0
884,947,25,ALLOW,0
6902,7277,8000,ALLOW,0
37222,37592,8000,ALLOW,0
63460,63472,110,DENY,0
39583,39665,5432,ALLOW,0
16428,16522,5000,DENY,0
40654,40828,5000,ALLOW,0
11935,12026,2379,ALLOW,0
2668,2973,3306,DENY,1
16112,16247,21,ALLOW,1
7519,7899,9200,DENY,1
552,1335,6379,ALLOW,0
53028,53210,25,ALLOW,1
22779,22949,443,ALLOW,0
57362,57615,25,DENY,1
45534,45839,443,DENY,1
51106,51161,443,ALLOW,0
6960,7036,8000,DENY,0
63570,63631,8000,ALLOW,0
51877,52039,9200,ALLOW,1
20787,21063,53,ALLOW,1
15526,15605,6443,ALLOW,1
1990,2129,9000,DENY,0
40834,40973,6379,DENY,1
27544,27612,110,DENY,1
17376,17411,1433,DENY,0
3760,4163,4443,ALLOW,1
13071,13513,2379,ALLOW,0
24964,25291,10250,ALLOW,0
7842,8003,443,DENY,1
26979,27063,80,DENY,0
33945,34177,9200,ALLOW,1
29414,29802,5432,ALLOW,1
50765,50956,4443,ALLOW,0
16139,16220,8443,ALLOW,0
38605,38756,2222,ALLOW,1
6469,6513,1433,ALLOW,0
19188,19351,6443,DENY,1
52269,52459,8000,ALLOW,0
8407,8431,80,DENY,0
53642,53717,2222,ALLOW,0
3061,3575,8000,DENY,1
7603,7705,27017,ALLOW,1
56254,56383,8888,ALLOW,0
42250,42284,110,ALLOW,0
39342,39684,110,DENY,1
21188,21248,8080,ALLOW,0
46929,47327,21,ALLOW,1
24837,24867,8888,ALLOW,0
39003,39040,110,ALLOW,0
29892,30219,3389,DENY,0
54428,54616,27017,ALLOW,1
50300,50762,53,DENY,0
5448,5464,53,ALLOW,0
16572,16606,8888,ALLOW,1
21128,21189,8000,DENY,1
11316,11414,53,ALLOW,0
56586,56696,53,ALLOW,0
7250,7542,5000,DENY,1
152,215,2222,ALLOW,0
22317,22425,8888,ALLOW,1
10033,10101,8443,ALLOW,0
61109,61135,443,DENY,0
58892,59084,2379,DENY,0
17830,17891,53,ALLOW,1
30663,30930,3389,DENY,0
58461,58806,4443,DENY,1
28489,28575,22,DENY,0
29962,30042,8888,DENY,0
50359,50379,8443,DENY,0
29857,29916,1433,ALLOW,1
44710,45072,6443,DENY,1
31771,31942,10250,ALLOW,1
8077,8112,5432,DENY,0
28069,28243,4443,DENY,0
43098,43793,9200,DENY,1
9549,9604,53,DENY,0
3074,3173,2222,ALLOW,1
20329,20386,8888,ALLOW,0
18587,18642,10250,ALLOW,0
390,706,110,DENY,1
45768,45956,6443,DENY,0
31939,32725,6443,ALLOW,0
51169,51533,10250,ALLOW,0
48096,48125,22,ALLOW,0
55751,55899,9000,ALLOW,0
4856,5230,2222,ALLOW,0
59536,59579,110,ALLOW,0
53550,53632,8443,DENY,1
16678,17076,6443,ALLOW,1
24637,24906,8443,DENY,1
19736,19900,22,DENY,0
52289,52489,8443,DENY,1
28440,28763,110,DENY,1
497,1040,8443,ALLOW,0
18978,19040,8443,DENY,0
40571,40581,53,DENY,1
27199,27406,6443,DENY,0
1469,1950,8888,ALLOW,0
30668,30738,21,ALLOW,0
14987,15003,80,ALLOW,0
18028,18298,25,DENY,1
47354,47508,9200,ALLOW,1
40059,40168,1433,ALLOW,1
3070,3262,10250,DENY,1
52616,52708,9200,ALLOW,0
15937,16001,6379,ALLOW,1
27209,27299,1433,ALLOW,0
31283,31357,5000,DENY,0
57049,57069,2379,ALLOW,0
16279,16475,5000,ALLOW,1
39285,39463,6379,ALLOW,1
8260,8456,3389,ALLOW,1
23135,23286,22,DENY,1
2556,2824,10250,DENY,1
28652,28972,5432,DENY,1
40896,40932,27017,DENY,1
51718,51782,3306,DENY,0
7138,7181,5000,ALLOW,0
55435,55625,21,ALLOW,0
16537,16676,27017,ALLOW,1
44923,45094,21,ALLOW,1
39073,39257,22,ALLOW,1
54250,54560,10250,ALLOW,0
7409,7486,6443,DENY,1
42411,42417,4443,DENY,0
10692,10831,27017,ALLOW,1
54869,55006,8000,ALLOW,0
1018,1148,9000,DENY,1
15918,16045,110,DENY,1
46969,47250,21,DENY,1
26244,26338,6443,DENY,1
21795,21978,53,ALLOW,0
30161,30282,1433,ALLOW,1
30159,30338,3389,ALLOW,1
47779,47783,53,DENY,0
9043,9071,4443,DENY,0
42112,42261,10250,ALLOW,0
8489,8537,110,ALLOW,0
8289,8363,21,DENY,0
51109,51180,9200,DENY,1
26214,26480,1433,ALLOW,0
47708,48306,27017,DENY,1
15535,15783,110,DENY,1
26208,26300,110,ALLOW,1
34044,34224,5000,DENY,1
15742,15833,22,DENY,1
46058,46186,21,ALLOW,0
16780,16846,8080,DENY,1
39421,39438,1433,DENY,0
22487,22938,3389,ALLOW,0
14799,15150,80,ALLOW,0
39427,39715,21,DENY,1
11424,12038,5432,ALLOW,1
25561,25690,110,DENY,0
13393,13585,5000,ALLOW,0
4440,4489,110,ALLOW,0
55926,56051,4443,ALLOW,1
27599,27604,3306,DENY,0
19353,19361,6443,DENY,1
47364,47430,2222,ALLOW,0
11464,11764,5432,ALLOW,1
4629,4692,3389,DENY,1
20432,20633,443,DENY,1
58753,58838,8080,DENY,0
25017,25718,6443,ALLOW,0
10842,10914,110,ALLOW,0
19388,19656,8888,DENY,1
13813,13887,443,ALLOW,0
32164,32246,6443,DENY,1
59063,59100,6379,ALLOW,0
43187,43339,21,ALLOW,0
24229,24320,2222,ALLOW,1
39365,39778,21,ALLOW,0
8201,8426,6379,DENY,1
5252,5781,110,ALLOW,0
28064,28094,53,DENY,0
49514,49682,10250,DENY,1
5952,6121,443,DENY,0
4694,4823,27017,DENY,0
64077,64085,25,ALLOW,0
58493,58576,8888,DENY,0
567,731,9200,DENY,0
8145,8270,110,ALLOW,1
16842,17034,5432,ALLOW,0
47101,47210,53,DENY,1
39390,39669,2222,ALLOW,1
40495,40874,2222,ALLOW,0
32026,32112,9000,ALLOW,0
35280,35415,22,DENY,1
6472,6893,3389,ALLOW,0
13089,13190,21,ALLOW,0
5851,5984,22,ALLOW,1
57910,58040,9200,ALLOW,1
443,624,4443,DENY,1
1724,2155,3306,DENY,0
49961,50057,4443,DENY,0
2420,2868,443,ALLOW,0
20466,20482,2222,DENY,1
41620,42230,25,DENY,1
29485,29561,8888,DENY,1
14410,14461,110,DENY,1
7581,7921,4443,ALLOW,1
59111,59131,6379,ALLOW,1
9220,9464,80,DENY,1
2569,2601,6379,DENY,0
3742,3781,2379,ALLOW,0
40499,40643,443,ALLOW,1
39585,39631,27017,DENY,1
18858,19080,53,DENY,1
57079,57140,27017,ALLOW,0
31172,31702,21,ALLOW,1
6800,7003,8000,DENY,1
29110,29519,4443,DENY,1
27253,27364,6443,ALLOW,1
33303,33622,2379,ALLOW,0
12113,12302,53,ALLOW,1
31563,31589,2222,DENY,0
55913,56108,1433,ALLOW,1
34599,34721,25,ALLOW,1
40257,40277,3306,DENY,1
57151,57615,80,DENY,0
53077,53376,9000,ALLOW,1
17644,17710,110,ALLOW,0
27598,27956,5432,ALLOW,0
11405,11459,80,DENY,0
39429,39825,443,DENY,1
44981,45015,53,DENY,0
52848,52943,8888,DENY,1
64934,64945,4443,ALLOW,0
29207,29219,9000,DENY,0
52888,52968,53,DENY,1
35688,35718,4443,DENY,1
44298,44573,8443,DENY,1
18477,19139,110,ALLOW,0
7682,8077,5432,DENY,0
56697,56946,2222,ALLOW,0
30212,30340,6443,ALLOW,1
42427,42726,6443,DENY,1
54415,54460,5000,DENY,1
3073,3155,2222,ALLOW,1
17923,18130,27017,ALLOW,0
58205,58293,8000,ALLOW,0
4716,5300,4443,ALLOW,1
48249,48533,5432,DENY,1
29904,30106,21,DENY,0
35074,35203,2379,DENY,1
26325,26741,6443,ALLOW,0
5343,5681,2379,DENY,1
17330,17448,8000,DENY,0
56500,56512,443,DENY,0
33191,33898,8443,ALLOW,0
38588,38789,80,DENY,1
53535,53927,21,ALLOW,0
22890,22980,9200,ALLOW,0
46518,46540,25,DENY,0
13898,14054,27017,DENY,1
39516,39572,5432,DENY,0
64759,64805,25,ALLOW,0
28393,28837,53,ALLOW,1
35443,35651,6443,ALLOW,1
9179,9262,8080,DENY,1
6690,7312,3306,ALLOW,1
21680,21761,6379,ALLOW,0
42792,43201,2379,ALLOW,0
54034,54055,80,ALLOW,1
1695,1704,8000,DENY,0
22189,22417,22,ALLOW,0
36584,36972,80,ALLOW,1
1505,1548,6443,ALLOW,0
21665,22159,3389,DENY,1
5589,5917,22,ALLOW,0
7679,7745,6443,ALLOW,0
17104,17582,8080,DENY,1
28535,29004,6379,DENY,0
7651,7744,8080,DENY,1
14811,15085,3389,DENY,1
26363,26373,5432,DENY,1
43685,43945,9000,ALLOW,0
41575,41617,53,DENY,0
14613,14658,8888,DENY,0
28102,28145,9200,DENY,0
42234,42306,9000,DENY,0
18060,18480,2379,DENY,1
48091,48749,80,ALLOW,1
22767,22838,8080,DENY,0
26007,26131,3389,DENY,1
9470,9474,5432,DENY,0
56458,56522,25,ALLOW,0
17433,17548,6379,DENY,1
11582,11775,6379,DENY,0
51691,51888,9000,ALLOW,1
59198,59416,8080,DENY,0
10016,10145,25,DENY,0
2816,2996,3306,ALLOW,0
49009,49012,8080,ALLOW,1
35564,35606,2222,ALLOW,1
22301,22318,2222,ALLOW,0
1578,1614,8443,ALLOW,0
16150,16745,10250,ALLOW,0
8110,8299,110,DENY,1
12461,12774,21,DENY,1
28220,28307,80,ALLOW,0
44628,44672,80,DENY,0
39116,39182,8080,ALLOW,0
50694,50708,10250,ALLOW,1
18707,18723,8888,DENY,0
59939,60094,27017,ALLOW,1
29079,29335,6443,DENY,1
10665,10768,53,ALLOW,1
26016,26408,53,DENY,1
41626,42338,6443,ALLOW,0
3972,4172,22,DENY,0
33345,33409,2379,ALLOW,0
23444,23648,4443,DENY,0
979,1081,8000,DENY,1
36938,36985,8443,ALLOW,0
4364,4660,9000,DENY,0
42953,43019,5432,DENY,1
15890,16133,21,DENY,1
14866,15071,80,DENY,1
7094,7239,2379,ALLOW,0
21225,21540,8000,ALLOW,0
12145,12195,9200,ALLOW,1
56080,56133,6443,ALLOW,1
5953,6029,8443,DENY,0
48851,49361,22,ALLOW,0
45989,46070,8888,ALLOW,1
15386,15457,8888,DENY,1
5635,5687,6443,ALLOW,1
10792,10944,2379,DENY,1
33909,34348,8000,ALLOW,1
46147,46339,9200,ALLOW,1
35001,35054,9000,DENY,1
15374,15454,53,DENY,1
35080,35196,2379,DENY,1
13568,14328,8888,ALLOW,0
38292,38399,3389,ALLOW,0
8244,8599,2222,ALLOW,0
49950,50036,25,DENY,1
47403,47450,6443,ALLOW,0
34435,34730,1433,DENY,1
33165,33238,25,ALLOW,1
51450,51535,21,ALLOW,1
16678,17055,6443,ALLOW,0
21356,21373,443,DENY,0
11132,11179,9000,DENY,0
21583,21656,80,ALLOW,0
17697,17967,9200,DENY,1
5660,5783,6443,DENY,1
35352,35931,443,ALLOW,0
44347,44496,3389,ALLOW,0
4475,4516,8000,ALLOW,0
12163,12204,9200,ALLOW,1
29193,29310,110,ALLOW,0
28623,28721,27017,DENY,1
39341,39466,110,DENY,1
54337,54471,2222,DENY,0
3038,3151,4443,DENY,0
29126,29258,443,DENY,0
712,1082,22,DENY,1
41935,41962,443,DENY,0
10370,10543,21,DENY,0
40850,40936,2222,ALLOW,0
45228,45318,9200,DENY,0
38138,38155,2379,DENY,0
1849,1875,22,ALLOW,0
25996,26066,4443,DENY,1
44389,44404,10250,ALLOW,0
58073,58243,10250,DENY,1
35473,35548,2379,ALLOW,1
9494,9599,27017,ALLOW,0
12581,13064,4443,ALLOW,0
23967,24045,8888,DENY,0
21641,21784,3306,ALLOW,1
6868,6948,8443,DENY,1
550,583,8443,DENY,1
52677,52739,4443,ALLOW,0
19868,20148,27017,ALLOW,0
62440,62493,22,ALLOW,0
13555,13563,8080,ALLOW,0
10436,10640,9000,DENY,1
31661,31989,9000,ALLOW,1
35144,35435,6379,ALLOW,1
26502,26540,8080,ALLOW,0
42884,43182,110,DENY,1
5380,5434,6379,ALLOW,0
21396,21526,443,DENY,1
5698,6086,1433,ALLOW,1
52458,52583,9000,ALLOW,1
16993,17361,443,DENY,1
53342,53371,53,DENY,0
18098,18550,2379,ALLOW,0
23558,24100,8080,ALLOW,1
2671,2692,9000,DENY,0
35178,35529,443,DENY,0
19752,20048,8443,ALLOW,0
14862,14915,2379,ALLOW,1
7591,7870,22,DENY,0
58838,58907,80,DENY,1
44098,44381,27017,ALLOW,1
49047,49438,110,ALLOW,0
36642,36705,443,ALLOW,1
53621,53914,21,DENY,1
21768,21831,22,ALLOW,0
18297,18673,6443,DENY,0
51518,51557,22,ALLOW,1
55831,55968,9200,DENY,0
18991,19189,6443,ALLOW,0
16519,16798,25,ALLOW,1
35088,35142,9000,ALLOW,0
50625,50847,10250,DENY,0
2417,2478,3306,ALLOW,0
33256,33367,8080,ALLOW,0
38087,38177,5000,ALLOW,0
33188,33385,21,DENY,1
42880,42911,21,ALLOW,0
25563,25587,6379,ALLOW,0
20174,20808,110,ALLOW,0
61197,61247,80,DENY,0
16333,16654,21,ALLOW,0
48399,48419,27017,DENY,0
24066,24239,6379,ALLOW,1
46268,46408,5432,ALLOW,1
47701,48148,5432,ALLOW,0
49973,50544,9000,ALLOW,0
3524,3654,443,ALLOW,1
11321,11391,3306,ALLOW,0
32184,32522,10250,DENY,1
56068,56190,80,DENY,1
39146,39167,6443,ALLOW,0
3781,3872,5432,DENY,1
52188,52410,10250,ALLOW,0
26276,26698,5432,ALLOW,0
22657,23017,8443,ALLOW,0
22416,22558,6443,DENY,1
34962,35102,8443,DENY,1
21199,21509,8000,ALLOW,1
23858,23919,9000,DENY,0
26317,26674,8080,DENY,0
41713,42045,21,DENY,0
57112,57362,8080,DENY,1
42623,42985,6443,DENY,1
35853,35886,443,DENY,0
50157,50201,6443,ALLOW,0
21367,21537,1433,DENY,1
10386,10686,9000,ALLOW,0
19702,19934,2379,ALLOW,0
37202,37452,5000,ALLOW,0
33070,33217,6443,DENY,1
6823,6906,9000,ALLOW,1
47802,47870,25,ALLOW,0
37775,38169,80,ALLOW,0
6915,6994,21,DENY,0
41871,41986,21,ALLOW,1
5987,6245,8888,ALLOW,1
25378,25410,6379,DENY,0
18103,18202,1433,DENY,1
13802,13859,5432,ALLOW,1
24045,24167,9000,DENY,0
6896,6950,8000,ALLOW,0
56025,56257,110,ALLOW,0
59928,60014,10250,DENY,0
24604,24616,22,DENY,0
56293,56506,5000,ALLOW,1
49186,49380,1433,ALLOW,1
3781,4056,10250,ALLOW,1
37582,37794,10250,DENY,1
16584,16737,110,DENY,1
9532,9568,443,DENY,0
22323,22432,5000,ALLOW,0
62524,62536,9200,DENY,0
23932,24163,110,ALLOW,0
11577,11675,27017,ALLOW,0
14411,14554,27017,ALLOW,0
42607,42775,5432,DENY,1
34886,35025,110,ALLOW,0
26775,27055,1433,ALLOW,1
34830,35123,8443,ALLOW,1
28491,28583,53,ALLOW,0
24442,24724,1433,ALLOW,1
44619,44668,8888,ALLOW,0
26157,26554,9200,DENY,1
28461,28498,9000,DENY,0
35117,35442,27017,ALLOW,0
5821,5895,3389,DENY,0
1955,2244,3389,ALLOW,0
38844,39534,6379,ALLOW,0
22579,22646,2222,ALLOW,0
56659,56792,6443,DENY,0
10131,10454,4443,ALLOW,1
46750,46851,3389,ALLOW,1
23527,23776,21,DENY,0
5106,5166,27017,ALLOW,0
31651,31695,6443,DENY,0
17670,18299,3389,DENY,1
7669,7754,6443,ALLOW,0
32003,32068,80,DENY,0
52414,52544,2222,ALLOW,1
40339,40688,443,ALLOW,0
17856,18092,2222,ALLOW,1
40462,40553,10250,DENY,0
23599,23702,25,ALLOW,0
27511,27576,443,ALLOW,0
55143,55313,4443,DENY,1
33451,33818,4443,ALLOW,1
47379,47955,443,DENY,1
31262,31315,443,ALLOW,0
51140,51192,8080,ALLOW,0
48512,48694,443,ALLOW,0
21868,22137,8000,DENY,1
6964,7037,8000,DENY,0
55035,55263,8888,ALLOW,1
43302,43325,3306,ALLOW,0
36044,36227,1433,ALLOW,1
12279,12463,22,ALLOW,0
39060,39062,3306,ALLOW,0
30894,30925,21,ALLOW,0
39036,39079,2379,ALLOW,1
14961,14987,80,DENY,0
2471,2841,443,DENY,1
6956,7288,9000,ALLOW,0
55938,55980,6379,DENY,0
53999,54106,5000,ALLOW,1
16252,16410,25,ALLOW,1
39562,39595,4443,ALLOW,0
38711,38754,9200,DENY,0
52750,52792,8080,DENY,1
49778,49804,9200,DENY,0
34633,34813,4443,ALLOW,1
4208,4278,80,ALLOW,1
34609,34929,3306,DENY,1
27318,27420,8443,DENY,1
56386,56654,27017,DENY,1
3859,4089,110,DENY,1
23636,23733,2222,ALLOW,1
56116,56448,8000,DENY,1
12260,12402,443,ALLOW,0
23647,23722,2222,ALLOW,1
10931,11089,6379,DENY,0
15368,15465,8888,DENY,1
20847,21010,2379,ALLOW,1
28082,28153,53,DENY,1
27860,27886,2379,ALLOW,0
42967,43037,5432,ALLOW,0
17414,17437,110,DENY,0
54113,54122,443,ALLOW,0
34870,35099,4443,DENY,1
38438,38510,6443,DENY,0
7210,7882,5432,ALLOW,1
53950,54092,5000,DENY,1
8745,8831,110,ALLOW,0
35267,35591,4443,ALLOW,1
16297,16826,10250,DENY,1
26762,26880,9200,ALLOW,1
33123,33198,6443,DENY,0
18685,18703,21,ALLOW,0
42218,42292,2222,DENY,1
34612,34824,8000,ALLOW,0
32736,32737,5432,DENY,1
46128,46318,9000,ALLOW,1
29895,30096,5432,DENY,0
5085,5148,53,DENY,0
54877,55053,10250,ALLOW,0
33019,33172,8080,DENY,1
56236,56467,27017,DENY,0
15556,15602,5000,ALLOW,0
12833,13064,8000,DENY,1
38088,38186,3306,DENY,0
49488,50197,21,ALLOW,0
19297,19399,2379,ALLOW,1
10908,11047,10250,ALLOW,1
7091,7170,8443,ALLOW,1
9291,9446,9000,DENY,0
39987,40293,6443,DENY,1
26244,26270,5000,DENY,1
50032,50193,8888,ALLOW,1
30585,30744,80,ALLOW,0
2184,2544,21,ALLOW,0
11508,11653,80,DENY,1
13914,14064,53,ALLOW,1
30581,30746,8000,ALLOW,0
42418,42525,110,ALLOW,1
15988,16100,4443,DENY,0
22393,22756,9000,DENY,0
44082,44160,10250,DENY,1
40488,40654,443,ALLOW,1
21742,21885,6443,ALLOW,1
57916,58039,9200,ALLOW,1
17342,17410,5432,DENY,0
49552,49627,110,ALLOW,0
56998,57003,1433,DENY,0
11645,11668,2379,ALLOW,0
18883,19166,2222,ALLOW,1
12197,12291,6379,ALLOW,1
21134,21606,80,DENY,0
31114,31288,8080,ALLOW,1
20277,20316,8080,ALLOW,0
5943,6226,443,DENY,1
37861,37896,1433,DENY,0
18182,18449,2379,DENY,1
3749,4070,5000,ALLOW,1
56553,56769,6443,DENY,1
27625,27766,1433,DENY,1
44247,44875,9200,ALLOW,0
15375,15432,110,DENY,0
19070,19119,21,DENY,0
28117,28456,22,DENY,0
52493,52747,5000,ALLOW,0
17451,17668,22,ALLOW,0
25584,25691,3389,ALLOW,1
27049,27050,6379,DENY,0
17437,17695,80,ALLOW,1
59330,59382,8080,DENY,0
20141,20483,3306,DENY,1
21305,21571,1433,ALLOW,0
31554,31643,6443,ALLOW,0
23267,23331,27017,DENY,0
31554,31608,9200,ALLOW,0
27188,27342,110,ALLOW,0
51995,52050,3389,ALLOW,1
15875,15916,9000,DENY,1
30937,31131,8000,DENY,1
55911,56042,4443,ALLOW,1
47433,47446,2379,DENY,0
5635,6256,9200,ALLOW,1
